id,title,bibtex_id,url,type,doi,is_relevant,source,year
565,PANDALens: Towards AI-Assisted In-Context Writing on OHMD During Travels,,https://doi.org/10.1145/3613904.3642320,,10.1145/3613904.3642320,,acm,2024
566,"Testing, Socializing, Exploring: Characterizing Middle Schoolers’ Approaches to and Conceptions of ChatGPT",,https://doi.org/10.1145/3613904.3642332,,10.1145/3613904.3642332,,acm,2024
567,Farsight: Fostering Responsible AI Awareness During AI Application Prototyping,,https://doi.org/10.1145/3613904.3642335,,10.1145/3613904.3642335,,acm,2024
568,The Illusion of Empathy? Notes on Displays of Emotion in Human-Computer Interaction,,https://doi.org/10.1145/3613904.3642336,,10.1145/3613904.3642336,,acm,2024
569,Teach AI How to Code: Using Large Language Models as Teachable Agents for Programming Education,,https://doi.org/10.1145/3613904.3642349,,10.1145/3613904.3642349,,acm,2024
570,‘We Do Not Have the Capacity to Monitor All Media’: A Design Case Study on Cyber Situational Awareness in Computer Emergency Response Teams,,https://doi.org/10.1145/3613904.3642368,,10.1145/3613904.3642368,,acm,2024
571,"Learning Agent-based Modeling with LLM Companions: Experiences of
  Novices and Experts Using ChatGPT & NetLogo Chat",,http://arxiv.org/pdf/2401.17163v2.pdf,,10.1145/3613904.3642377,,"arxiv, acm",2024
572,A Piece of Theatre: Investigating How Teachers Design LLM Chatbots to Assist Adolescent Cyberbullying Education,,https://doi.org/10.1145/3613904.3642379,,10.1145/3613904.3642379,,acm,2024
573,"“It's a Fair Game”, or Is It? Examining How Users Navigate Disclosure Risks and Benefits When Using LLM-Based Conversational Agents",,https://doi.org/10.1145/3613904.3642385,,10.1145/3613904.3642385,,acm,2024
574,Writer-Defined AI Personas for On-Demand Feedback Generation,,https://doi.org/10.1145/3613904.3642406,,10.1145/3613904.3642406,,acm,2024
575,AI-Augmented Brainwriting: Investigating the use of LLMs in group ideation,,https://doi.org/10.1145/3613904.3642414,,10.1145/3613904.3642414,,acm,2024
576,Understanding the Impact of Long-Term Memory on Self-Disclosure with Large Language Model-Driven Chatbots for Public Health Intervention,,https://doi.org/10.1145/3613904.3642420,,10.1145/3613904.3642420,,acm,2024
577,HILL: A Hallucination Identifier for Large Language Models,,https://doi.org/10.1145/3613904.3642428,,10.1145/3613904.3642428,,acm,2024
578,"Teachers, Parents, and Students' perspectives on Integrating Generative AI into Elementary Literacy Education",,https://doi.org/10.1145/3613904.3642438,,10.1145/3613904.3642438,,acm,2024
579,Generative Echo Chamber? Effect of LLM-Powered Search Systems on Diverse Information Seeking,,https://doi.org/10.1145/3613904.3642459,,10.1145/3613904.3642459,,acm,2024
580,Design Principles for Generative AI Applications,,https://doi.org/10.1145/3613904.3642466,,10.1145/3613904.3642466,,acm,2024
581,"CloChat: Understanding How People Customize, Interact, and Experience Personas in Large Language Models",,https://doi.org/10.1145/3613904.3642472,,10.1145/3613904.3642472,,acm,2024
582,Beyond Numbers: Creating Analogies to Enhance Data Comprehension and Communication with Generative AI,,https://doi.org/10.1145/3613904.3642480,,10.1145/3613904.3642480,,acm,2024
583,Debate Chatbots to Facilitate Critical Thinking on YouTube: Social Identity and Conversational Style Make A Difference,,https://doi.org/10.1145/3613904.3642513,,10.1145/3613904.3642513,,acm,2024
584,AudioXtend: Assisted Reality Visual Accompaniments for Audiobook Storytelling During Everyday Routine Tasks,,https://doi.org/10.1145/3613904.3642514,,10.1145/3613904.3642514,,acm,2024
585,ReactGenie: A Development Framework for Complex Multimodal Interactions Using Large Language Models,,https://doi.org/10.1145/3613904.3642517,,10.1145/3613904.3642517,,acm,2024
586,Authors' Values and Attitudes Towards AI-bridged Scalable Personalization of Creative Language Arts,,https://doi.org/10.1145/3613904.3642529,,10.1145/3613904.3642529,,acm,2024
587,Listening to the Voices: Describing Ethical Caveats of Conversational User Interfaces According to Experts and Frequent Users,,https://doi.org/10.1145/3613904.3642542,,10.1145/3613904.3642542,,acm,2024
588,"See Widely, Think Wisely: Toward Designing a Generative Multi-agent System to Burst Filter Bubbles",,https://doi.org/10.1145/3613904.3642545,,10.1145/3613904.3642545,,acm,2024
589,LLMR: Real-time Prompting of Interactive Worlds using Large Language Models,,https://doi.org/10.1145/3613904.3642579,,10.1145/3613904.3642579,,acm,2024
590,Open Sesame? Open Salami! Personalizing Vocabulary Assessment-Intervention for Children via Pervasive Profiling and Bespoke Storybook Generation,,https://doi.org/10.1145/3613904.3642580,,10.1145/3613904.3642580,,acm,2024
591,Is Stack Overflow Obsolete? An Empirical Study of the Characteristics of ChatGPT Answers to Stack Overflow Questions,,https://doi.org/10.1145/3613904.3642596,,10.1145/3613904.3642596,,acm,2024
592,From Letterboards to Holograms: Advancing Assistive Technology for Nonspeaking Autistic Individuals with the HoloBoard,,https://doi.org/10.1145/3613904.3642626,,10.1145/3613904.3642626,,acm,2024
593,Artful Path to Healing: Using Machine Learning for Visual Art Recommendation to Prevent and Reduce Post-Intensive Care Syndrome (PICS),,https://doi.org/10.1145/3613904.3642636,,10.1145/3613904.3642636,,acm,2024
594,How AI Processing Delays Foster Creativity: Exploring Research Question Co-Creation with an LLM-based Agent,,https://doi.org/10.1145/3613904.3642698,,10.1145/3613904.3642698,,acm,2024
595,An AI-Resilient Text Rendering Technique for Reading and Skimming Documents,,https://doi.org/10.1145/3613904.3642699,,10.1145/3613904.3642699,,acm,2024
596,How Knowledge Workers Think Generative AI Will (Not) Transform Their Industries,,https://doi.org/10.1145/3613904.3642700,,10.1145/3613904.3642700,,acm,2024
597,How Beginning Programmers and Code LLMs (Mis)read Each Other,,https://doi.org/10.1145/3613904.3642706,,10.1145/3613904.3642706,,acm,2024
598,Where Are We So Far? Understanding Data Storytelling Tools from the Perspective of Human-AI Collaboration,,https://doi.org/10.1145/3613904.3642726,,10.1145/3613904.3642726,,acm,2024
599,Art or Artifice? Large Language Models and the False Promise of Creativity,,https://doi.org/10.1145/3613904.3642731,,10.1145/3613904.3642731,,acm,2024
600,Visual Cues for Data Analysis Features Amplify Challenges for Blind Spreadsheet Users,,https://doi.org/10.1145/3613904.3642753,,10.1145/3613904.3642753,,acm,2024
601,Bridging the Gulf of Envisioning: Cognitive Challenges in Prompt Based Interactions with LLMs,,https://doi.org/10.1145/3613904.3642754,,10.1145/3613904.3642754,,acm,2024
602,Facilitating Self-Guided Mental Health Interventions Through Human-Language Model Interaction: A Case Study of Cognitive Restructuring,,https://doi.org/10.1145/3613904.3642761,,10.1145/3613904.3642761,,acm,2024
603,"CodeAid: Evaluating a Classroom Deployment of an LLM-based Programming
  Assistant that Balances Student and Educator Needs",,http://arxiv.org/pdf/2401.11314v2.pdf,,10.1145/3613904.3642773,,"arxiv, acm",2024
604,"The Promise and Peril of ChatGPT in Higher Education: Opportunities, Challenges, and Design Implications",,https://doi.org/10.1145/3613904.3642785,,10.1145/3613904.3642785,,acm,2024
605,MindShift: Leveraging Large Language Models for Mental-States-Based Problematic Smartphone Use Intervention,,https://doi.org/10.1145/3613904.3642790,,10.1145/3613904.3642790,,acm,2024
606,Exploring the Design of Generative AI in Supporting Music-based Reminiscence for Older Adults,,https://doi.org/10.1145/3613904.3642800,,10.1145/3613904.3642800,,acm,2024
607,"Think Fast, Think Slow, Think Critical: Designing an Automated Propaganda Detection Tool",,https://doi.org/10.1145/3613904.3642805,,10.1145/3613904.3642805,,acm,2024
608,Charting the Future of AI in Project-Based Learning: A Co-Design Exploration with Students,,https://doi.org/10.1145/3613904.3642807,,10.1145/3613904.3642807,,acm,2024
609,Concept Induction: Analyzing Unstructured Text with High-Level Concepts Using LLooM,,https://doi.org/10.1145/3613904.3642830,,10.1145/3613904.3642830,,acm,2024
610,Making Short-Form Videos Accessible with Hierarchical Video Summaries,,https://doi.org/10.1145/3613904.3642839,,10.1145/3613904.3642839,,acm,2024
611,DiaryHelper: Exploring the Use of an Automatic Contextual Information Recording Agent for Elicitation Diary Study,,https://doi.org/10.1145/3613904.3642853,,10.1145/3613904.3642853,,acm,2024
612,ReelFramer: Human-AI Co-Creation for News-to-Video Translation,,https://doi.org/10.1145/3613904.3642868,,10.1145/3613904.3642868,,acm,2024
613,BIDTrainer: An LLMs-driven Education Tool for Enhancing the Understanding and Reasoning in Bio-inspired Design,,https://doi.org/10.1145/3613904.3642887,,10.1145/3613904.3642887,,acm,2024
614,The Metacognitive Demands and Opportunities of Generative AI,,https://doi.org/10.1145/3613904.3642902,,10.1145/3613904.3642902,,acm,2024
615,Unblind Text Inputs: Predicting Hint-text of Text Input in Mobile Apps via LLM,,https://doi.org/10.1145/3613904.3642939,,10.1145/3613904.3642939,,acm,2024
616,Natural Language Dataset Generation Framework for Visualizations Powered by Large Language Models,,https://doi.org/10.1145/3613904.3642943,,10.1145/3613904.3642943,,acm,2024
617,ClassMeta: Designing Interactive Virtual Classmate to Promote VR Classroom Participation,,https://doi.org/10.1145/3613904.3642947,,10.1145/3613904.3642947,,acm,2024
618,Designing Scaffolding Strategies for Conversational Agents in Dialog Task of Neurocognitive Disorders Screening,,https://doi.org/10.1145/3613904.3642960,,10.1145/3613904.3642960,,acm,2024
619,HCI History and the Trajectory to Generative AI,,https://doi.org/10.1145/3613905.3636273,,10.1145/3613905.3636273,,acm,2024
620,Challenges and Opportunities of LLM-Based Synthetic Personae and Data in HCI,,https://doi.org/10.1145/3613905.3636293,,10.1145/3613905.3636293,,acm,2024
621,GenAICHI 2024: Generative AI and HCI at CHI 2024,,https://doi.org/10.1145/3613905.3636294,,10.1145/3613905.3636294,,acm,2024
622,Human-Centered Evaluation and Auditing of Language Models,,https://doi.org/10.1145/3613905.3636302,,10.1145/3613905.3636302,,acm,2024
623,"Computational Methodologies for Understanding, Automating, and Evaluating User Interfaces",,https://doi.org/10.1145/3613905.3636316,,10.1145/3613905.3636316,,acm,2024
624,Trust and Reliance in Evolving Human-AI Workflows (TREW),,https://doi.org/10.1145/3613905.3636319,,10.1145/3613905.3636319,,acm,2024
625,Designing Conversational Agents to Support Student Teacher Learning in Virtual Reality Simulation: A Case Study,,https://doi.org/10.1145/3613905.3637145,,10.1145/3613905.3637145,,acm,2024
626,Leveraging ChatGPT for Adaptive Learning through Personalized Prompt-based Instruction: A CS1 Education Case Study,,https://doi.org/10.1145/3613905.3637148,,10.1145/3613905.3637148,,acm,2024
627,Enhancing Productivity Applications for People who are Blind using AI Assistants,,https://doi.org/10.1145/3613905.3638180,,10.1145/3613905.3638180,,acm,2024
628,How to write a CHI paper (asking for a friend),,https://doi.org/10.1145/3613905.3644051,,10.1145/3613905.3644051,,acm,2024
629,Enhancing Programming Error Messages in Real Time with Generative AI,,https://doi.org/10.1145/3613905.3647967,,10.1145/3613905.3647967,,acm,2024
630,Demonstrating PANDALens: Enhancing Daily Activity Documentation with AI-assisted In-Context Writing on OHMD,,https://doi.org/10.1145/3613905.3648644,,10.1145/3613905.3648644,,acm,2024
631,Empowering Learners: Chatbot-Mediated 'Learning-by-Teaching',,https://doi.org/10.1145/3613905.3650754,,10.1145/3613905.3650754,,acm,2024
632,An Evidence-based Workflow for Studying and Designing Learning Supports for Human-AI Co-creation,,https://doi.org/10.1145/3613905.3650763,,10.1145/3613905.3650763,,acm,2024
633,Exploring and Characterizing Large Language Models for Embedded System Development and Debugging,,https://doi.org/10.1145/3613905.3650764,,10.1145/3613905.3650764,,acm,2024
634,Young Children's Creative Storytelling with ChatGPT vs. Parent: Comparing Interactive Styles,,https://doi.org/10.1145/3613905.3650770,,10.1145/3613905.3650770,,acm,2024
635,Prompt-Gaming: A Pilot Study on LLM-Evaluating Agent in a Meaningful Energy Game,,https://doi.org/10.1145/3613905.3650774,,10.1145/3613905.3650774,,acm,2024
636,AscleAI: A LLM-based Clinical Note Management System for Enhancing Clinician Productivity,,https://doi.org/10.1145/3613905.3650784,,10.1145/3613905.3650784,,acm,2024
637,Supporting Novice Researchers to Write Literature Review using Language Models,,https://doi.org/10.1145/3613905.3650787,,10.1145/3613905.3650787,,acm,2024
638,"User Voices, Platform Choices: Social Media Policy Puzzle with Decentralization Salt",,https://doi.org/10.1145/3613905.3650799,,10.1145/3613905.3650799,,acm,2024
639,Believing Anthropomorphism: Examining the Role of Anthropomorphic Cues on Trust in Large Language Models,,https://doi.org/10.1145/3613905.3650818,,10.1145/3613905.3650818,,acm,2024
640,Trust by Interface: How Different User Interfaces Shape Human Trust in Health Information from Large Language Models,,https://doi.org/10.1145/3613905.3650837,,10.1145/3613905.3650837,,acm,2024
641,How Knowledge Workers Use and Want to Use LLMs in an Enterprise Context,,https://doi.org/10.1145/3613905.3650841,,10.1145/3613905.3650841,,acm,2024
642,SuperNOVA: Design Strategies and Opportunities for Interactive Visualization in Computational Notebooks,,https://doi.org/10.1145/3613905.3650848,,10.1145/3613905.3650848,,acm,2024
643,Advancing Knowledge Together: Integrating Large Language Model-based Conversational AI in Small Group Collaborative Learning,,https://doi.org/10.1145/3613905.3650868,,10.1145/3613905.3650868,,acm,2024
644,SmartLearn: Visual-Temporal Accessibility for Slide-based e-learning Videos,,https://doi.org/10.1145/3613905.3650883,,10.1145/3613905.3650883,,acm,2024
645,GELEX: Generative AI-Hybrid System for Example-Based Learning,,https://doi.org/10.1145/3613905.3650900,,10.1145/3613905.3650900,,acm,2024
646,The Arizona Water Chatbot: Helping Residents Navigate a Water Uncertain Future One Response at a Time,,https://doi.org/10.1145/3613905.3650919,,10.1145/3613905.3650919,,acm,2024
647,CareerSim: Gamification Design Leveraging LLMs For Career Development Reflection,,https://doi.org/10.1145/3613905.3650928,,10.1145/3613905.3650928,,acm,2024
648,"Exploring How Multiple Levels of GPT-Generated Programming Hints Support
  or Disappoint Novices",,http://arxiv.org/pdf/2404.02213v1.pdf,,10.1145/3613905.3650937,,"arxiv, acm",2024
649,Leveraging Large Language Models for Realizing Truly Intelligent User Interfaces,,https://doi.org/10.1145/3613905.3650949,,10.1145/3613905.3650949,,acm,2024
650,Engaging and Entertaining Adolescents in Health Education Using LLM-Generated Fantasy Narrative Games and Virtual Agents,,https://doi.org/10.1145/3613905.3650983,,10.1145/3613905.3650983,,acm,2024
651,Leveraging technology for post-abuse peer support for people with intellectual and developmental disabilities,,https://doi.org/10.1145/3613905.3650993,,10.1145/3613905.3650993,,acm,2024
652,An Autoethnographic Reflection of Prompting a Custom GPT Based on Oneself,,https://doi.org/10.1145/3613905.3651096,,10.1145/3613905.3651096,,acm,2024
653,Language Urban Odyssey: A Serious Game for Enhancing Second Language Acquisition through Large Language Models,,https://doi.org/10.1145/3613905.3651112,,10.1145/3613905.3651112,,acm,2024
